x,y
6601754,1618257
6599908,1618618
6599906,1618630
6600063,1618167
6600075,1618150
6583466,1626220
6584938,1625896
6586352,1625527
6582448,1626178
6582600,1626350
6582981,1625952
6587192,1624237
6589524,1626700
6589522,1626714
6589522,1626714
6589240,1625924
6589750,1626800
6589725,1626950
6598848,1627554
6596572,1632002
6597740,1626885
6597705,1626847
6597719,1626859
6597500,1626825
6597540,1626765
6597500,1626800
6599384,1626509
6597786,1625197
6596304,1625336
6596270,1625326
6597669,1625240
6597660,1625228
6594805,1624391
6594825,1624666
6595375,1625075
6597906,1627100
6597760,1626945
6597050,1625825
6597050,1625825
6597050,1625825
6597050,1625825
6597050,1625825
6597050,1625825
6597009,1630179
6597020,1630154
6600684,1624808
6600642,1624892
6598300,1629325
6597400,1626308
6599840,1627890
6599837,1627901
6594460,1635621
6594448,1635620
6596300,1635600
6595046,1635677
6587998,1641250
6589553,1637468
6585652,1632134
6583463,1654592
6601192,1640319
6600981,1640621
6598317,1641865
6608174,1659297
6608227,1659255
6615425,1653150
6607221,1638404
6607217,1638415
6607260,1638437
6606753,1637757
6606753,1637757
6606740,1637750
6607337,1639146
6607337,1639146
6607672,1639455
6603050,1637700
6612431,1641624
6611600,1640550
6602650,1638350
6603738,1638946
6602676,1637777
6613140,1642190
6608812,1635635
6608811,1635597
6608799,1635581
6611397,1635849
6604195,1633711
6604160,1633693
6604160,1633704
6604161,1633698
6604189,1633712
6604189,1633712
6602552,1633703
6602552,1633704
6601648,1633241
6604057,1632341
6604842,1633564
6603409,1628356
6603420,1628370
6603424,1628359
6603420,1628370
6603420,1628370
6603420,1628370
6603420,1628370
6603429,1628350
6603420,1628370
6603374,1628393
6603420,1628370
6603550,1628475
6601656,1627276
6601657,1627258
6604531,1623786
6604075,1623800
6602953,1624451
6602953,1624451
6603316,1624661
6603153,1624577
6606098,1632806
6606050,1632800
6604773,1626095
6604675,1626074
6605990,1624953
6604725,1626382
6605064,1631674
6605093,1631675
6605046,1631450
6606700,1628715
6605821,1623663
6605850,1623800
6605611,1623685
6606401,1623758
6604826,1623320
6604562,1623157
6604473,1630500
6604628,1625354
6601688,1621788
6601701,1621782
6601686,1621794
6601675,1621814
6601680,1621816
6601695,1621792
6601706,1621787
6601699,1621783
6601690,1621782
6601719,1621794
6601684,1621805
6601684,1621805
6601790,1622886
6602319,1622398
6600249,1623422
6600249,1623431
6600437,1623073
6601442,1624615
6603830,1619834
6603856,1619883
6603350,1621350
6602811,1620847
6603994,1619441
6602838,1619938
6604180,1622283
6602999,1620421
6600460,1618825
6600445,1618861
6600450,1618837
6605800,1620250
6605800,1620250
6605958,1620577
6605253,1621850
6605253,1621850
6603933,1620426
6603617,1620346
6603189,1620333
6603350,1620250
6603350,1620250
6601979,1619327
6601182,1618883
6600978,1618982
6608717,1621107
6608730,1621099
6608753,1621110
6608781,1621129
6608742,1621110
6608732,1621112
6608732,1621112
6608734,1621098
6608732,1621112
6612188,1621438
6610814,1621344
6608219,1621860
6609226,1621001
6609149,1621006
6607618,1621965
6607614,1621961
6607610,1621962
6607600,1622050
6607632,1621461
6607630,1621300
6607630,1621300
6606916,1621382
6607600,1622050
6606968,1621120
6611987,1623511
6612200,1623325
6610217,1622093
6612052,1622472
6607725,1622550
6611990,1623578
6611743,1626735
6611000,1626700
6610900,1626550
6609627,1626151
6612277,1625934
6612330,1626013
6612328,1626263
6611596,1625682
6611659,1630126
6611659,1630133
6611664,1630148
6611651,1630123
6610576,1629557
6610779,1629150
6610900,1629100
6611795,1630466
6610526,1629962
6610497,1629937
6611700,1629450
6611650,1630075
6611005,1628527
6613650,1633298
6614736,1634215
6614736,1634215
6617255,1631963
6611406,1631810
6611490,1631820
6617703,1631679
6618449,1626285
6618451,1626323
6618459,1626293
6617340,1626480
6623220,1628805
6623254,1628751
6623235,1628770
6621816,1630152
6621469,1629599
6621472,1629599
6621816,1630152
6621471,1629600
6621473,1629600
6621472,1629600
6623550,1630600
6623450,1630400
6623450,1630400
6620742,1625899
6620820,1630915
6624466,1626765
6620708,1624922
6620470,1624915
6623280,1623788
6623326,1623814
6622550,1623500
6622093,1622305
6612453,1608240
6612484,1608194
6612468,1608191
6612491,1608226
6612491,1608226
6612457,1608240
6612481,1608127
6612483,1608134
6612483,1608134
6612483,1608134
6612333,1608080
6612299,1608122
6612238,1607938
6612265,1607859
6612310,1607846
6612235,1607721
6612243,1607726
6612243,1607726
6612243,1607726
6612243,1607726
6612243,1607726
6612243,1607726
6612243,1607726
6612200,1607750
6612150,1608125
6612150,1608125
6612200,1608150
6612100,1608100
6574002,1610780
6612310,1607810
6615992,1603567
6616018,1603574
6615550,1609500
6613237,1609798
6613244,1609614
6613366,1609092
6610050,1617907
6610054,1617902
6610050,1617907
6610050,1617907
6610054,1617902
6612019,1616273
6610800,1617300
6607542,1615326
6607594,1614398
6607830,1615238
6607613,1615626
6607542,1615326
6607700,1615200
6606032,1618236
6608299,1618279
6609373,1617364
6609481,1619389
6609750,1618000
6609750,1618000
6610025,1618550
6615178,1617150
6615205,1617075
6615195,1617150
6614043,1615358
6614468,1617110
6613800,1613750
6610700,1612700
6617984,1615263
6617850,1615350
6617696,1615075
6617924,1615179
6616987,1613405
6616988,1613423
6614575,1613400
6614575,1613400
6619679,1616047
6619697,1615973
6619689,1615975
6615275,1613800
6615275,1613800
6616398,1614533
6616403,1614540
6614353,1612441
6615836,1615589
6619554,1607248
6619648,1606727
6619585,1607840
6619645,1607860
6619172,1606440
6622153,1608817
6620453,1607713
6623687,1605767
6620300,1607100
6620683,1610196
6620450,1609950
6620244,1609607
6620244,1609607
6622960,1612209
6624510,1611845
6620954,1610803
6621041,1611018
6622084,1609424
6622650,1609870
6622568,1609910
6621200,1610450
6624879,1611357
6625776,1608151
6626157,1609238
6632532,1614207
6633117,1614128
6633104,1614110
6633248,1613994
6630857,1614116
6632560,1610904
6632600,1611000
6632663,1610797
6631690,1612020
6630165,1614757
6631389,1615437
6631853,1614267
6626625,1613422
6627742,1624380
6627739,1624355
6627112,1625561
6626908,1625533
6628100,1627250
6626850,1632600
6625541,1635327
6621616,1632124
6621666,1634337
6621505,1636742
6621551,1637190
6617254,1637314
6616350,1637450
6616650,1637500
6618895,1637332
6618121,1643190
6615596,1636835
6615862,1636685
6626605,1638222
6628326,1645357
6628322,1645325
6628332,1645281
6628529,1645728
6626784,1651659
6622569,1650291
6626906,1648726
6626750,1648400
6621500,1657876
6619350,1662550
6619350,1662550
6621270,1662098
6622222,1655493
6628126,1661355
6628126,1661370
6628000,1662600
6625665,1662998
6630058,1662717
6628681,1663119
6638087,1664403
6638093,1664395
6638093,1664395
6638093,1664395
6638093,1664395
6642711,1666625
6641046,1665405
6627628,1653212
6627657,1653206
6627662,1653209
6627649,1653218
6627649,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627640,1653218
6627649,1653218
6627950,1653100
6627908,1653026
6631255,1659255
6631255,1659255
6631255,1659255
6631255,1659255
6631255,1659255
6631255,1659255
6633700,1658800
6632378,1658332
6635159,1654590
6635514,1654524
6632915,1654850
6632914,1654849
6632538,1654391
6632443,1654332
6636619,1659656
6636619,1659656
6636619,1659656
6636624,1659721
6637450,1661150
6632606,1666288
6633137,1665327
6633706,1661647
6644084,1662075
6641243,1661143
6644829,1662680
6646773,1662180
6644549,1649449
6644350,1649350
6644950,1649200
6645050,1647000
6644776,1643931
6644785,1643937
6645124,1636497
6656389,1666858
6656350,1666750
6673398,1645264
6666000,1644500
6679996,1633192
6681432,1631941
6683010,1632478
6691950,1640200
6692000,1638000
6688046,1627964
6688046,1627964
6596016,1612112
6596550,1612350
6603118,1611010
6603118,1611010
6603250,1610900
6603250,1610900
6601500,1611700
6601841,1610724
6601816,1610675
6607642,1610872
6607664,1610853
6604650,1609500
6601731,1609826
6599824,1603154
6599828,1603148
6599828,1603148
6601082,1604576
6600913,1603424
6600885,1603355
6601771,1601396
6602100,1600353
6600700,1600700
6609095,1604326
6608050,1604550
6608050,1605550
6610435,1606574
6608593,1603835
6603553,1597173
6603517,1597108
6605170,1595805
6605800,1596450
6605010,1595166
6605010,1595158
6605010,1595170
6606200,1597550
6606981,1595034
6605550,1597550
6610332,1595075
6611000,1595650
6611000,1595650
6610956,1595692
6609506,1594653
6609841,1596267
6613484,1594801
6613440,1594820
6613437,1594839
6613491,1594810
6614350,1593650
6614350,1593650
6614350,1593650
6614350,1593650
6613379,1595645
6612851,1601839
6613250,1600963
6613050,1599650
6613281,1599966
6613812,1599511
6612039,1602565
6612467,1601631
6611987,1604551
6612708,1604151
6616652,1598199
6615897,1599593
6615800,1599700
6616699,1597339
6615487,1598104
6615500,1598100
6615247,1597375
6613525,1595802
6615232,1597450
6615100,1597300
6618213,1597777
6618200,1597650
6617917,1598066
6617899,1598122
6621928,1602417
6621948,1602392
6621935,1602380
6621927,1602368
6623400,1599600
6622087,1600009
6622040,1600225
6622222,1598832
6621734,1598889
6622661,1599540
6624037,1603642
6622255,1599242
6596406,1579752
6598077,1574767
6597780,1575074
6598173,1586230
6601100,1585940
6601077,1585941
6601100,1585940
6601100,1585940
6601100,1585940
6598700,1589450
6600997,1584968
6601100,1585940
6601205,1584913
6602434,1585198
6602875,1587600
6602875,1587600
6603376,1587201
6601158,1583043
6601156,1583055
6601163,1583050
6601000,1583250
6601335,1583748
6599861,1582688
6599800,1582700
6599800,1582700
6602788,1590218
6605996,1581195
6605978,1583097
6604620,1575490
6605282,1577467
6607048,1576114
6606306,1585724
6606306,1585724
6606997,1585968
6607008,1585970
6607008,1585970
6605691,1584380
6604227,1584821
6604547,1584894
6607613,1586273
6611900,1580150
6611900,1580150
6610921,1581750
6609450,1584800
6609374,1585203
6607024,1583681
6608050,1583100
6608098,1583041
6612714,1583002
6609543,1579763
6608726,1575132
6608650,1575050
6609654,1574478
6609350,1574500
6617150,1586500
6616600,1586150
6617838,1587552
6616562,1585822
6618125,1585960
6616588,1585210
6616482,1586200
6616486,1586187
6616500,1586250
6616201,1581975
6615906,1582772
6617254,1580338
6613799,1581522
6614587,1582079
6613848,1571921
6613850,1571900
6615000,1572000
6617347,1568833
6611127,1573102
6611134,1573100
6611003,1572661
6620996,1569968
6620989,1569970
6621271,1569945
6616300,1568400
6619339,1572147
6619482,1572025
6611093,1574360
6605092,1568168
6603133,1568877
6605850,1568750
6605850,1568750
6607583,1563473
6608169,1567554
6608171,1567538
6608169,1567554
6608169,1567555
6608169,1567555
6608200,1567625
6613186,1566783
6613428,1567306
6613432,1567291
6616048,1565030
6614617,1565116
6614625,1566725
6615542,1564071
6614257,1568222
6614236,1568348
6613547,1565574
6618455,1558844
6619959,1565927
6620790,1566597
6618156,1562684
6622675,1575286
6622661,1575280
6623087,1575453
6623350,1574750
6623465,1574935
6625563,1574820
6623260,1582340
6623260,1582340
6623261,1581218
6623261,1581218
6621111,1583489
6621945,1582867
6619817,1588928
6619814,1588948
6619493,1590658
6617797,1592186
6616959,1592528
6617450,1592575
6617450,1592575
6619958,1592536
6621450,1594600
6621243,1595251
6621250,1595325
6620752,1594561
6620650,1594550
6622373,1594658
6623761,1594416
6622100,1594425
6623560,1594519
6622888,1592115
6621609,1584282
6621600,1584300
6623700,1586725
6626540,1576880
6626540,1576880
6626520,1576830
6628485,1575964
6626433,1581394
6626452,1581576
6626671,1574854
6626606,1575366
6628018,1599369
6627999,1599369
6629832,1595918
6627222,1598759
6628874,1598176
6628860,1598180
6627089,1595827
6627098,1595832
6627845,1594481
6628252,1591040
6628252,1591040
6628252,1591040
6628252,1591040
6628167,1591098
6628197,1590893
6628790,1590300
6625872,1590017
6626000,1589840
6627300,1592650
6630161,1590582
6630100,1590580
6626591,1592550
6628672,1589289
6627200,1590850
6625825,1593100
6626116,1592845
6630035,1586700
6625351,1586481
6627736,1589055
6625975,1586000
6628609,1588974
6627000,1589225
6626950,1589250
6625650,1582950
6632382,1588198
6631388,1587808
6631289,1587770
6633909,1587061
6633900,1587000
6631010,1591143
6635442,1584774
6635435,1584773
6635435,1584773
6635530,1584775
6636256,1584417
6636198,1584306
6636250,1584125
6634010,1586150
6633153,1586380
6640966,1582025
6640434,1583058
6631139,1600474
6631139,1600474
6631701,1598773
6633530,1593821
6637825,1599750
6636750,1599600
6636281,1600744
6636345,1600720
6632407,1601366
6637821,1596300
6637367,1596086
6637031,1598078
6637742,1595831
6637359,1596101
6638531,1591323
6637537,1591756
6639397,1589397
6641673,1587962
6639500,1591075
6638100,1591400
6639072,1587459
6641703,1594931
6640837,1594978
6644387,1595487
6641250,1594975
6645900,1593150
6648093,1590460
6648139,1590437
6649336,1589287
6649552,1589166
6648856,1589586
6646443,1592155
6639052,1602466
6639052,1602466
6639052,1602466
6639052,1602466
6639048,1602454
6639048,1602454
6639048,1602454
6639024,1602510
6639048,1602454
6639032,1602525
6639048,1602454
6639022,1602506
6639036,1602528
6639030,1602521
6639100,1602500
6639235,1602630
6639225,1602610
6639225,1602610
6639225,1602610
6639219,1602602
6639100,1602512
6638975,1602400
6639100,1602500
6636435,1608750
6636459,1608774
6635463,1608071
6635549,1608342
6639862,1608079
6637349,1609470
6637130,1607066
6638425,1608325
6638510,1608565
6633950,1609125
6635900,1610600
6638161,1610189
6637945,1610020
6636513,1607552
6641117,1605339
6641130,1605340
6641121,1605361
6641181,1605316
6641173,1605316
6641164,1605316
6641158,1605316
6641102,1605359
6641117,1605339
6640720,1605925
6640623,1605999
6640623,1605999
6642186,1605343
6637800,1606600
6640790,1604473
6642537,1607611
6643098,1607407
6643562,1604533
6644650,1604475
6643643,1602252
6643667,1602218
6643650,1602100
6645200,1602950
6642281,1600634
6649950,1604325
6646040,1603657
6644250,1602750
6639209,1614862
6639170,1614893
6639209,1614862
6640063,1613203
6640070,1613197
6639894,1613117
6639321,1612568
6639100,1612000
6639300,1615050
6639307,1614280
6636833,1612062
6637098,1614953
6640814,1611735
6649630,1615918
6649642,1615913
6649617,1615924
6644388,1614884
6644377,1614888
6651571,1618680
6649457,1616565
6644473,1617110
6650325,1613675
6648910,1612814
6647190,1616506
6648400,1612470
6654403,1614682
6649847,1600604
6649764,1600608
6649769,1600615
6652724,1601240
6652800,1601100
6649585,1601476
6652934,1602093
6652334,1603196
6649200,1600850
6650776,1605707
6648550,1602375
6651346,1602371
6651625,1602225
6656203,1606857
6656203,1606857
6656319,1606899
6656310,1606905
6660100,1607525
6656543,1604988
6653809,1606762
6651827,1606730
6659442,1604033
6659397,1604055
6659416,1604052
6659450,1604025
6657400,1615650
6659095,1602987
6661006,1601028
6661965,1603417
6659355,1601013
6656623,1601883
6656900,1602250
6657733,1597403
6657732,1597411
6657729,1597421
6657727,1597432
6657731,1597422
6657730,1597360
6657621,1597259
6659200,1593550
6658997,1593322
6654720,1597859
6659050,1596700
6659712,1596728
6655224,1598959
6656322,1598872
6661844,1596098
6657309,1597674
6663454,1602113
6667218,1595747
6671945,1593677
6662800,1603700
6662979,1601182
6646132,1594572
6646134,1594565
6646116,1594604
6646426,1594105
6647413,1592938
6646969,1594793
6648692,1596352
6648685,1596376
6648685,1596376
6648685,1596376
6648685,1596376
6648673,1596312
6648685,1596376
6648692,1596352
6646710,1598028
6646700,1598030
6647322,1597665
6647340,1597670
6650750,1597200
6648763,1598324
6651635,1598361
6651100,1598550
6650600,1598850
6650750,1598800
6647093,1599603
6647050,1599700
6647500,1595800
6649850,1595923
6650154,1596336
6649140,1600795
6648050,1597440
6648050,1597440
6646400,1596400
6646665,1596250
6646675,1596230
6646650,1596339
6646600,1596450
6647600,1600100
6647600,1600125
6648261,1593675
6649300,1594700
6647730,1594475
6647746,1594467
6654509,1595399
6654516,1595413
6656020,1590471
6652922,1596195
6653500,1596850
6657340,1596570
6656500,1589500
6653400,1596000
6654100,1594725
6658631,1596044
6655976,1596327
6655500,1596152
6655500,1596152
6655246,1595891
6656538,1620559
6657834,1625972
6657796,1626006
6658977,1626281
6662299,1626050
6662182,1626054
6662286,1626046
6662286,1626046
6661840,1625750
6659300,1624500
6675500,1632400
6674100,1621500
6672860,1621608
6673731,1608712
6678951,1620616
6707973,1606732
6719362,1619472
6714797,1611250
6667275,1600190
6668000,1597925
6665771,1600873
6687946,1592051
6687957,1592040
6684285,1591399
6693777,1596039
6704555,1599539
6718426,1590452
6725075,1586055
6722434,1596443
6624662,1567115
6624405,1568067
6629625,1558700
6629117,1565798
6627210,1566073
6627202,1566051
6625351,1558894
6629748,1565325
6627000,1566855
6628981,1563993
6633865,1563201
6638350,1561602
6634550,1563797
6655221,1557726
6621614,1570221
6628200,1571750
6633066,1571278
6633470,1573197
6633431,1573303
6641610,1566890
6645022,1563568
6642620,1564417
6646476,1565450
6646128,1565573
6646117,1565576
6657753,1564714
6667405,1578764
6674088,1576240
6673425,1576630
6674748,1576981
6662911,1559853
6583494,1598392
6580550,1598950
6580725,1599000
6639150,1602550
6612300,1608150
6580500,1598900
6580500,1598900
6623800,1574800
6582352,1623026
6612175,1607900
6612175,1607900
6611000,1583000
6622032,1608705
6622032,1608705
6621100,1630150
6589056,1620535
6626213,1621121
6612075,1595250
6627150,1651850
6626784,1651659
6608734,1621098
6608726,1621115
6608781,1621139
6600429,1616808
6600391,1616823
6600362,1616801
6600391,1616823
6600391,1616823
6600362,1616801
6600430,1616810
6600391,1616823
6600391,1616823
6608169,1567555
6608169,1567555
6608169,1567555
6605981,1635006
6626254,1626539
6615578,1603394
6612926,1604194
6612268,1572850
6579044,1641499
6616991,1626299
6599641,1603135
6612230,1608130
6612400,1608500
6588047,1600232
6600075,1640050
6683100,1648400
6708733,1607009
6600392,1616784
6608853,1635620
6603420,1628370
6621944,1658200
6614329,1565400
6603424,1628359
6639075,1602600
6614329,1565400
6587592,1619687
6612200,1608150
6612200,1608150
6612200,1608150
6612175,1607900
6613460,1571770
6612200,1608075
6648685,1596376
6643338,1602463
6622032,1608705
6620650,1600800
6641083,1598955
6623665,1586678
6612275,1608250
6580650,1599000
6580600,1599000
6612325,1608345
6597910,1625150
6625138,1605653
6590338,1622426
6587545,1619683
6587553,1619689
6608732,1621112
6608732,1621112
6608742,1621121
6603462,1628432
6613811,1605013
6599985,1584310
6622675,1575290
6612330,1608110
6643657,1602235
6604056,1619451
6603820,1619834
6595976,1619788
6601688,1621794
6601680,1621815
6574028,1610862
6622225,1655495
6600392,1616829
6600393,1616831
6627055,1653965
6622344,1601519
6622344,1601519
6622344,1601519
6622344,1601519
6595936,1619787
6588968,1616533
6639266,1602711
6639266,1602711
6610272,1596011
6619067,1626511
6608853,1635616
6608822,1635597
6608662,1635384
6608829,1635622
6606753,1637757
6603845,1619984
6601089,1618900
6639219,1602602
6606753,1637757
6606753,1637757
6606753,1637757
6606753,1637757
6606753,1637757
6609124,1565492
6599834,1603175
6639052,1602466
6639052,1602466
6639125,1602675
6639125,1602675
6639125,1602675
6639246,1602599
6646879,1559594
6654977,1596698
6606753,1637757
6628167,1591098
6612274,1628672
6639125,1602675
6626300,1608600
6613475,1571750
6596746,1631539
6639027,1602516
6639041,1602527
6620691,1610209
6602319,1618529
6613848,1571921
6639225,1602610
6616560,1624270
6587116,1607804
6627640,1653218
6627640,1653218
6627640,1653218
6626369,1626889
6608706,1621116
6639050,1602750
6580750,1628875
6628357,1619501
6580800,1628900
6580800,1628900
6615500,1603840
6612100,1607825
6612100,1607825
6612175,1607900
6586047,1633958
6575400,1609450
6612300,1608350
6612340,1608250
6607626,1615620
6638000,1602800
6573974,1610785
6639155,1613163
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6615175,1617074
6613760,1619225
6612483,1608175
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612200,1608075
6612100,1608100
6612100,1608100
6612100,1608100
6612100,1608100
6612100,1608100
6612100,1607900
6648620,1655729
6613652,1633273
6603825,1619890
6652820,1598940
6598000,1587000
6638875,1602925
6604750,1623100
6643643,1602252
6641117,1605339
6603925,1628570
6643646,1602186
6639100,1602500
6590772,1617786
6583425,1598322
6639150,1602375
6612100,1608025
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612350,1608200
6612350,1608200
6645027,1599083
6589685,1616715
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6573998,1610822
6573997,1610820
6612200,1608150
6612200,1608150
6635318,1584765
6587543,1619675
6639200,1602750
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6587553,1619689
6612100,1607975
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6612200,1608150
6580450,1599000
6580500,1598900
6580500,1598900
6643750,1602200
6583042,1625375
6587592,1619687
6587592,1619687
6587592,1619687
6587592,1619687
6587592,1619687
6587592,1619687
6612200,1608150
6606512,1634580
6607248,1638426
6589026,1620520
6617984,1615263
6639325,1602500
6622355,1601500
6639125,1602675
6612130,1607950
6612200,1608150
6612200,1608150
6612200,1608150
6612150,1608125
6612200,1608150
6587591,1619687
6587591,1619687
6587591,1619687
6580725,1628825
6592485,1628279
6594650,1629000
6594775,1624400
6612200,1608150
6639266,1602711
6612200,1608075
6612250,1608200
6639050,1602750
6599256,1530419
6599252,1530417
6608600,1531500
6605024,1531001
6604870,1530880
6610500,1541550
6610500,1541550
6610500,1541550
6607957,1538888
6607919,1538900
6610250,1541600
6610112,1541586
6612512,1547459
6614986,1557721
6609729,1560611
6617899,1552170
6618271,1554319
6620850,1536500
6620900,1536600
6623750,1542300
6620446,1543622
6629700,1536550
6641460,1531939
6639420,1530037
6638200,1536000
6628400,1544700
6637177,1540828
6646147,1545427
6661447,1541009
6672920,1543627
6647500,1526175
6647475,1526175
6609075,1550865
6615726,1545602
6610150,1541550
6549129,1446413
6550632,1447996
6556314,1447651
6559600,1447800
6559600,1447800
6559600,1447800
6559600,1447800
6560783,1452312
6553322,1465820
6525700,1463000
6560374,1483986
6565718,1482736
6565726,1482742
6566113,1477974
6564827,1486950
6570225,1469928
6570225,1469928
6580300,1466750
6564381,1457863
6565323,1452461
6577665,1477040
6577665,1477040
6577674,1477047
6577678,1477017
6577665,1477040
6577678,1477030
6577647,1477075
6577665,1477040
6581598,1476873
6579234,1476446
6575975,1492833
6583692,1491752
6577130,1473370
6579038,1474291
6577665,1477040
6572400,1466175
6572400,1466175
6572375,1466250
6560650,1469500
6575024,1404849
6590375,1387224
6579346,1370450
6620872,1368344
6568674,1329188
6636154,1318718
6578257,1396630
6578257,1396630
6687513,1554698
6687513,1554698
6687761,1554582
6696290,1566958
6696293,1566930
6686431,1568372
6710343,1536526
6704500,1535750
6711992,1551357
6726737,1569009
6726630,1575421
6726888,1566109
6728317,1573796
6721228,1544418
6721560,1544325
6721575,1544387
6721800,1543775
6740000,1575500
6752662,1549407
6752550,1549500
6766163,1575624
6757239,1566194
6754387,1549226
6803818,1533708
6805597,1563204
6803220,1565900
6803150,1565950
6807550,1557100
6844020,1519907
6847201,1559939
6844141,1582267
6849608,1567328
6849549,1567370
6850875,1565213
6850890,1565212
6850900,1562500
6855814,1573565
6855752,1576033
6855760,1540280
6855760,1540280
6855755,1540303
6857175,1514072
6874265,1576240
6850879,1565246
6909808,1580740
6904137,1578346
6907515,1583384
6911750,1564700
6911750,1564700
6911975,1567325
6913435,1565338
6915900,1562400
6922267,1572565
6922276,1572563
6921802,1575113
6924150,1571250
6925582,1570066
6927724,1568524
6927176,1579884
6927176,1579884
6927183,1579898
6930275,1577919
6974300,1614100
6974300,1614100
6730300,1459300
6730300,1459300
6733800,1457350
6676000,1539000
6769000,1431000
6765020,1436670
6791310,1405340
6779760,1427420
6702968,1481623
6907578,1448066
6979709,1433933
6996850,1453000
7008650,1440390
7123500,1582000
6495750,1304500
6482773,1248377
6427315,1269290
6443424,1266722
6475479,1263550
6420400,1270450
6426000,1270500
6441500,1268500
6543879,1239568
6489925,1242250
6420400,1270450
6501000,1253000
6512575,1242500
6513933,1235723
6445268,1259818
6455744,1258356
6314655,1644662
6314655,1644662
6314655,1644662
6318522,1647477
6318522,1647477
6318522,1647477
6318522,1647477
6320928,1648361
6319400,1647950
6319100,1647500
6319407,1652528
6319444,1652511
6319419,1652538
6319419,1652538
6319417,1652508
6319411,1652540
6319417,1652508
6319419,1652538
6319419,1652538
6319416,1652509
6325956,1651461
6326002,1651444
6326002,1651444
6326000,1651447
6326000,1651447
6326024,1651489
6325956,1651483
6330293,1652289
6330293,1652281
6330293,1652281
6330293,1652289
6331500,1651800
6334228,1648875
6334228,1648875
6337014,1653879
6337014,1653879
6337014,1653879
6337014,1653879
6337014,1653879
6337016,1653874
6336625,1653325
6334962,1653183
6335875,1651950
6340195,1652340
6340195,1652340
6340192,1652342
6341000,1652000
6340933,1655693
6340933,1655693
6340933,1655693
6340933,1655693
6340933,1655692
6344675,1653100
6345627,1659277
6345627,1659277
6345627,1659277
6348146,1655070
6348144,1655064
6347600,1655300
6349000,1655000
6342816,1648577
6342833,1648567
6342833,1648567
6342765,1648500
6346516,1646871
6346516,1646871
6350089,1645195
6350088,1645194
6350089,1645195
6350103,1645173
6350091,1645187
6350912,1643387
6353745,1644784
6353745,1644784
6353745,1644784
6353734,1644797
6353381,1648426
6353385,1648424
6353385,1648424
6353728,1651662
6351507,1653036
6353359,1655254
6353362,1655254
6357050,1655380
6357063,1655367
6357050,1655380
6358000,1655750
6353937,1660457
6353937,1660457
6353700,1658850
6354000,1660175
6349614,1663585
6351457,1670145
6350900,1670000
6351550,1670825
6350850,1670550
6347493,1670260
6350600,1672000
6360036,1662014
6361000,1662000
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6355737,1664023
6358014,1667315
6358014,1667291
6359723,1669939
6359300,1671800
6361193,1671398
6365235,1673907
6365235,1673907
6365235,1673907
6365235,1673907
6368304,1680240
6373250,1676000
6373250,1676000
6376493,1674005
6376493,1674005
6376493,1674005
6371250,1668000
6367406,1663786
6372854,1662430
6372854,1662430
6372854,1662430
6370239,1657446
6370239,1657446
6370239,1657446
6370239,1657446
6370239,1657446
6370239,1657446
6371488,1658962
6374216,1659058
6376611,1662850
6376611,1662850
6376611,1662850
6376611,1662850
6379362,1661342
6379374,1661325
6379374,1661325
6381850,1663200
6379991,1666365
6381900,1664250
6385260,1664620
6385260,1664620
6385260,1664620
6385260,1664620
6385260,1664620
6385260,1664620
6385260,1664620
6378723,1671118
6378723,1671118
6378732,1671105
6378732,1671105
6384915,1667113
6384904,1667130
6387149,1675261
6387148,1675261
6387148,1675261
6387149,1675261
6389250,1674750
6359169,1643600
6359169,1643600
6361650,1644125
6364027,1645978
6364096,1645823
6364027,1645977
6363977,1645948
6364027,1645982
6364094,1645823
6368104,1652633
6368104,1652633
6368103,1652681
6372179,1653609
6372179,1653608
6372185,1653604
6372185,1653604
6372198,1653597
6372198,1653597
6372185,1653604
6372185,1653604
6372185,1653604
6372185,1653604
6372900,1651150
6369671,1645235
6369671,1645235
6369671,1645235
6369679,1645222
